,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
2880,0.5453307314753911,-0.41182708789308853,1,-0.2445179713496239,-0.13339117697415515,1.1437359605598862,0.12945252629089354,1,0,0,395000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3005,-0.7749695516728732,0.9627257824208906,0,2.965901359084315,1.1299432504530296,0.4733014766608846,-0.04155380887952285,0,0,0,450000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1889,0.9854308258581459,-0.3286888094466785,1,-0.2445179713496239,-0.13339117697415515,-0.43579343812190313,-0.3394029427583221,1,1,1,184995.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2481,-0.3348694572901184,-0.21229521962170447,1,-0.2445179713496239,-0.13339117697415515,1.1001358239704224,0.11305153473334893,1,1,1,329000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2967,0.5453307314753911,-0.22892287531098648,1,0.29055191705603256,0.4982760367394372,-0.05916951381874186,2.6130008506450375,1,1,1,790000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3971,-0.7749695516728732,12.147595509411252,0,5.641250801112597,1.1299432504530296,-0.4180665054831716,-3.524242343736193,0,0,0,750000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2969,0.10523063709263637,-0.17903990824314045,1,0.8256218054616891,0.4982760367394372,-0.6333875587330108,-0.40285104184461257,1,1,1,395000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4291,-0.7749695516728732,1.0902044760387193,0,0.29055191705603256,0.4982760367394372,0.49825257274511964,-0.33671035650999115,0,1,1,295000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4429,0.5453307314753911,-0.5503908853037719,1,-0.2445179713496239,-0.7650583906877475,-1.4884455733176392,0.32478940100607046,1,0,0,39000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4162,-0.7749695516728732,0.7631939141495065,0,0.29055191705603256,1.761610464166622,-0.24361079027858795,2.5219760149939696,0,1,1,750000.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.7749695516728732,-0.6501568194394639,0,-0.7795878597552803,-0.7650583906877475,0.43529605222291246,0.9475767265482669,0,0,0,9500.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2549,0.10523063709263637,-0.023848455143175077,1,0.29055191705603256,0.4982760367394372,-0.6134873675969611,-0.4064051031225099,1,1,1,550000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2265,0.10523063709263637,-0.6446142675430366,1,-0.2445179713496239,-0.7650583906877475,-0.688939631899841,-0.42841957713078566,1,0,0,167000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2407,-0.7749695516728732,0.031577063821098275,0,-0.2445179713496239,-0.13339117697415515,-0.07521478179062872,2.2660438258334277,0,1,1,660000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1926,-0.7749695516728732,0.23665148398890967,0,-0.7795878597552803,-0.13339117697415515,1.3713291267295886,-1.5770431418230757,0,1,1,180000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4262,-0.7749695516728732,-0.41736963978951586,0,-0.2445179713496239,-0.13339117697415515,-0.2455082045423338,0.184437627640478,0,0,0,79000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2695,-0.3348694572901184,-0.09590162979673043,1,0.8256218054616891,0.4982760367394372,-0.6168585781944188,-0.4056125569931561,1,0,0,375000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3893,-0.7749695516728732,-0.5115930220287805,0,-0.2445179713496239,-0.13339117697415515,-1.0933578182089254,0.4021420666986307,0,0,0,105000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3136,-0.7749695516728732,-0.5503908853037719,1,-0.2445179713496239,-0.7650583906877475,-0.6727052135963236,-0.37039125121438543,1,0,0,198000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2818,-0.7749695516728732,0.208938724506773,0,0.29055191705603256,-0.13339117697415515,-1.2515062134197494,-0.3094897071886175,0,1,1,450000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4257,-0.7749695516728732,3.9224484951130876,0,6.176320689518254,10.604951456156915,-0.243141855081501,2.7817976467611234,0,1,1,2890000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4798,-0.7749695516728732,0.10917279037108096,0,-0.2445179713496239,-0.13339117697415515,0.03384516174067269,2.519004171343582,0,1,1,390000.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875,-0.3348694572901184,-0.716667442196592,1,-1.314657748160937,-0.7650583906877475,1.1545382177780616,0.06469968213293925,1,0,0,139995.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1012,-0.7749695516728732,-0.5337632296144899,0,-0.2445179713496239,-0.7650583906877475,-1.6480135811732952,1.3817476089231548,0,0,0,88500.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2630,-0.7749695516728732,-0.8441461358144207,0,-1.314657748160937,-0.7650583906877475,0.8886913673601441,0.471988565870121,0,0,0,167000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
816,0.5453307314753911,-0.5060504701323533,1,-0.7795878597552803,-0.13339117697415515,1.462536037401165,-0.6858932671506884,1,1,1,260000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4436,-0.7749695516728732,0.142428101749645,0,-0.2445179713496239,-0.7650583906877475,-0.26896186050148185,0.1466180020144619,0,0,0,250000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3247,-0.7749695516728732,-0.5005079182359259,0,-0.2445179713496239,-0.13339117697415515,-0.31969257052872746,0.1946753402230444,0,1,1,199900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3142,-0.3348694572901184,-0.5781036447859086,1,-0.7795878597552803,-0.7650583906877475,-0.24963601646610334,-0.23375673442799316,0,1,1,110000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4722,-0.7749695516728732,-0.48942281444307123,0,-0.2445179713496239,-0.13339117697415515,0.3930367156401771,1.746881157476905,0,1,1,540000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,-0.7749695516728732,0.4638961117424304,0,0.29055191705603256,-0.13339117697415515,-2.485657943355909,-0.16153341420718162,0,1,1,49900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4820,-0.7749695516728732,5.086384393362828,0,6.71139057792391,7.446615387588953,1.2507802708701465,-1.1281212023558753,0,1,1,620000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1051,-0.7749695516728732,0.5692045977745498,0,0.8256218054616891,0.4982760367394372,1.3351955024480802,-3.0615741289315976,0,1,1,395000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3190,0.10523063709263637,-0.5559334372001993,1,-0.2445179713496239,-0.7650583906877475,0.9600739440598784,0.11631217140440328,1,0,0,135000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4911,-0.7749695516728732,0.6468003243245325,0,0.8256218054616891,0.4982760367394372,1.240244006305798,-1.1181444932768918,0,1,1,600000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1555,-0.7749695516728732,0.5636620458781224,0,0.29055191705603256,0.4982760367394372,-0.4268994319052075,-0.7547981920963128,0,0,0,270000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
449,-0.7749695516728732,0.5802897015674044,0,0.8256218054616891,0.4982760367394372,1.214480154890464,0.21111610893248972,0,1,1,650000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
848,-0.7749695516728732,0.0980876865782263,0,0.29055191705603256,1.1299432504530296,-0.40804646369880015,-0.9981302872759998,0,1,1,297000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1846,-0.3348694572901184,-0.5614759890966265,0,-0.7795878597552803,-0.7650583906877475,-0.5522095562676329,-0.39393769046341487,1,0,0,145000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3613,-0.3348694572901184,-0.2788058423788325,1,0.29055191705603256,-0.13339117697415515,1.132114051904832,-1.1164160942928378,0,0,0,235000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,0.5453307314753911,-0.4838802625466439,1,-0.7795878597552803,-0.13339117697415515,-0.4230917963240048,-0.32297770348489124,1,1,1,168900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4457,-0.7749695516728732,0.15351320554249964,0,0.29055191705603256,-0.13339117697415515,-1.5582223425148067,1.4341447433828385,0,1,1,279000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2771,-0.7749695516728732,-0.2621781866895505,0,0.29055191705603256,-0.13339117697415515,-0.3930257600229591,2.2571391927321014,0,0,0,210000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3003,-0.3348694572901184,-0.41736963978951586,0,-0.2445179713496239,-0.13339117697415515,-0.6223252198089397,-0.4264045646960362,1,1,1,225000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3458,1.8656310146236552,-0.32314625755025117,1,-0.2445179713496239,-0.13339117697415515,1.1142620042030256,0.11948480793802627,1,0,0,260000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2758,-0.7749695516728732,1.677714977060017,0,2.4308314706786587,1.1299432504530296,-0.6654623321492478,-0.3839972167351376,0,1,1,630000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098,0.10523063709263637,-0.5559334372001993,1,-0.2445179713496239,-0.7650583906877475,1.2521614623539854,-0.6067037688682003,0,0,0,109900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3647,-0.7749695516728732,2.5090977615241172,0,-0.2445179713496239,1.761610464166622,-0.30537428449052834,0.12443352154873816,0,0,0,395000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
994,-0.7749695516728732,-0.2344654272074138,0,-0.2445179713496239,-0.13339117697415515,-1.1661609927115504,-0.2527070055085198,0,0,0,119000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,-0.7749695516728732,-0.5670185409930539,0,-0.7795878597552803,-0.7650583906877475,0.9539531575485943,-1.644465414298459,0,0,0,40000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2852,1.8656310146236552,-0.4395398473752252,1,0.29055191705603256,-0.13339117697415515,-0.5596287809926982,-0.4022413071462642,1,1,1,329000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1114,0.5453307314753911,-0.816433376332284,1,-1.8497276365665933,-0.7650583906877475,-0.5896100937077091,-0.43357126319470113,1,0,0,85000.0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3138,0.10523063709263637,-0.5559334372001993,1,-0.2445179713496239,-0.7650583906877475,-0.6035963815076189,-0.3717017176572149,1,0,0,170000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1007,-0.7749695516728732,1.15117254689942,0,1.3606916938673455,0.4982760367394372,0.2130306203929563,1.944976277985675,0,1,1,330000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4076,0.10523063709263637,-0.7388376497823013,1,-1.314657748160937,-0.7650583906877475,1.1455811614508693,0.0634336244281967,1,0,0,139000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1013,0.10523063709263637,-0.5503908853037719,1,-0.2445179713496239,-0.13339117697415515,-0.21025235601832803,-0.2750315233446421,1,1,1,165000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2856,-0.3348694572901184,-0.583646196682336,1,-0.2445179713496239,-0.7650583906877475,-0.6646633690298486,-0.3869488993633297,1,0,0,155000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3462,-0.7749695516728732,1.1955129620708387,0,1.895761582273002,-0.13339117697415515,0.20980225770222746,2.13995815524243,0,1,1,318947.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2993,0.10523063709263637,-0.2566356347931231,1,0.29055191705603256,-0.13339117697415515,-0.4699183252882903,-0.25454465543718285,0,1,1,119000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2745,-0.3348694572901184,0.13688554985321763,1,0.8256218054616891,-0.13339117697415515,-0.6103427433342785,-0.3703958828005668,0,0,0,450000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,-0.7749695516728732,0.1313429979567903,0,0.29055191705603256,-0.13339117697415515,1.1402475161631918,0.6424260332790764,0,1,1,397000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4835,0.10523063709263637,-0.46171005496093454,1,-0.2445179713496239,-0.13339117697415515,1.1080072362069093,0.13269218460101206,1,0,0,289900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1414,0.5453307314753911,-0.5781036447859086,1,-0.7795878597552803,-0.7650583906877475,-0.0359936724090732,2.5977359599329395,0,0,0,219000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1253,1.4255309202409006,-0.2788058423788325,1,0.29055191705603256,-0.13339117697415515,-0.5482600579377599,-0.3856515103403043,1,1,1,279000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3620,0.10523063709263637,-0.6390717156466093,1,-0.7795878597552803,-0.7650583906877475,1.1525422877165814,0.07159556906317228,1,0,0,155000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,0.9854308258581459,-0.7776355130572926,1,-0.2445179713496239,-0.7650583906877475,-2.595883328774008,-0.7319459458818611,0,0,0,27000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3028,0.10523063709263637,-0.6058164042680453,1,-0.7795878597552803,-0.13339117697415515,0.9131075226628997,0.06783962511705328,1,1,1,225000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3608,-0.7749695516728732,-0.1679548044502858,0,0.8256218054616891,-0.7650583906877475,1.394788693636668,-1.5322826756362535,0,1,1,210000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1063,-0.7749695516728732,-0.4007419841002339,1,-1.314657748160937,-0.13339117697415515,0.5933272136344998,0.7406578894732057,0,1,1,149950.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,-0.7749695516728732,0.292077002953183,0,0.29055191705603256,0.4982760367394372,0.5718685025787734,0.7413272898994063,0,1,1,234000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
705,-0.7749695516728732,-0.3564015689288152,0,-0.2445179713496239,-0.7650583906877475,-1.065268008809869,-0.04279616376087251,0,0,0,55000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3280,-0.7749695516728732,7.303405151933761,0,6.176320689518254,3.024944891593807,-0.15682920923982158,-0.34249847700435165,0,0,0,700000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3456,0.5453307314753911,-0.6113589561644726,1,-0.2445179713496239,-0.7650583906877475,1.0331559182700414,0.15178984910057564,1,0,0,155000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
