,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
4885,-0.3348694572901184,-0.4838802625466439,1,-0.7795878597552803,-0.13339117697415515,-0.5745736275042613,-0.3961771986047971,1,1,0,350000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4387,-0.3348694572901184,-0.5725610928894812,1,-0.2445179713496239,-0.13339117697415515,-0.3834145587990734,0.02532847513646704,1,1,1,135000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2692,0.9854308258581459,-0.018305903246747742,1,0.29055191705603256,0.4982760367394372,-0.6100590178369378,-0.38399939630510616,1,0,0,499500.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2181,-0.7749695516728732,-0.6446142675430366,0,-1.314657748160937,-0.7650583906877475,-0.31249697666447174,2.0783561519184253,0,0,0,68000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2804,0.9854308258581459,-0.5337632296144899,1,-0.7795878597552803,-0.7650583906877475,1.0804888184344885,0.09658433873804882,1,0,0,170000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3072,-0.7749695516728732,0.7576513622530792,0,1.3606916938673455,1.1299432504530296,1.1866829374105754,0.19825228698559696,0,1,1,740000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4970,-0.7749695516728732,0.6745130838066692,0,1.3606916938673455,1.1299432504530296,-0.18123945359471594,-1.50378234629784,0,1,1,349000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4873,-0.3348694572901184,-0.5226781258216352,0,-0.7795878597552803,-0.7650583906877475,0.6058663043661784,-1.086970376481117,0,0,0,115000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3530,-0.7749695516728732,-0.17903990824314045,0,-0.2445179713496239,0.4982760367394372,0.13625627408499033,-0.14514686230067203,0,1,1,450000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2102,1.4255309202409006,-0.5005079182359259,1,-0.2445179713496239,-0.13339117697415515,0.37783178742271833,1.7660319489944223,1,0,0,275000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2913,0.10523063709263637,-0.4395398473752252,1,-0.2445179713496239,-0.13339117697415515,-0.2786922658406514,0.12703402096594973,0,0,0,95000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3009,-0.3348694572901184,-0.5670185409930539,1,-0.7795878597552803,-0.13339117697415515,-0.5921399793926801,-0.37774048869781146,1,0,0,170000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,1.4255309202409006,-0.4838802625466439,1,0.29055191705603256,-0.13339117697415515,-0.5566161678989404,-0.4047306484951473,1,1,0,295000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4357,-0.7749695516728732,-0.2344654272074138,0,-0.2445179713496239,-0.7650583906877475,0.17769891470474267,-0.04706921068172718,0,0,0,230000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3081,0.5453307314753911,-0.6612419232323186,0,-0.7795878597552803,-0.7650583906877475,-0.596329856269028,-0.38665819921894384,1,0,0,179000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4267,-0.7749695516728732,2.869363634791894,0,1.895761582273002,-0.13339117697415515,0.8978424998088397,0.9206767464583309,0,1,1,795000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2958,-0.7749695516728732,1.0957470279351467,0,0.29055191705603256,-0.13339117697415515,-0.9254189230224006,-0.44945923847119806,0,1,1,390000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2914,1.4255309202409006,-0.5670185409930539,1,-0.2445179713496239,-0.7650583906877475,-0.6298646338071373,-0.4450044699043199,1,0,0,155000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3149,-0.7749695516728732,1.2287682734494028,0,1.895761582273002,-0.13339117697415515,0.561614978353847,0.42941284612925207,0,1,1,550000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2962,2.30573110900641,-0.5559334372001993,1,-0.2445179713496239,-0.7650583906877475,-0.5539877664162349,-0.35737077267609546,1,0,0,182000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3523,2.30573110900641,-0.1845824601395678,1,0.29055191705603256,-0.7650583906877475,-0.6260747310695184,-0.36103081554365135,1,0,0,315000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544,-0.7749695516728732,0.6523428762209598,0,1.3606916938673455,2.3932776778802145,-2.6878261524544165,1.1371047748543917,0,1,1,360000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1481,-0.3348694572901184,-0.4395398473752252,1,-0.7795878597552803,-0.13339117697415515,1.1092209508345856,0.12286068937109952,1,0,0,249000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3218,1.4255309202409006,0.07591747899251695,1,0.29055191705603256,0.4982760367394372,-0.577877847359198,-0.3978369411348828,1,1,0,449900.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3737,-0.7749695516728732,1.051406612763728,0,1.3606916938673455,2.3932776778802145,-0.2482439882445306,2.916244420192859,0,0,0,660000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
984,-0.7749695516728732,1.760853255506427,0,0.29055191705603256,-0.13339117697415515,-0.6867259819254825,-0.6184363940020743,0,0,0,225000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2873,0.10523063709263637,-0.2344654272074138,1,-0.2445179713496239,-0.13339117697415515,1.2680294018900342,-0.5716541042243528,1,0,0,195000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,0.10523063709263637,-0.46725260685736186,1,-0.2445179713496239,-0.7650583906877475,0.3720508804134919,1.7664253613735164,0,0,0,190000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2897,1.4255309202409006,-0.46725260685736186,1,-0.2445179713496239,-0.13339117697415515,-0.5677652007250235,-0.4195089502120498,0,0,0,89000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1009,-0.7749695516728732,-0.22338032341455913,0,-0.2445179713496239,-0.7650583906877475,-0.11444278727803404,-3.9468800316292136,0,1,1,120000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3097,0.5453307314753911,-0.4339972954787979,1,-0.2445179713496239,-0.13339117697415515,1.036097599989464,0.07271532313386218,1,1,1,250000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3318,1.8656310146236552,-0.5725610928894812,1,-0.7795878597552803,-0.13339117697415515,-0.3910140674338721,0.025685652164855063,1,0,0,114900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4571,0.10523063709263637,-0.5448483334073446,1,-0.7795878597552803,-0.13339117697415515,0.3765294085770531,1.7734441215606536,1,0,0,290000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4540,-0.7749695516728732,-0.3896568803073792,0,-0.2445179713496239,-0.7650583906877475,-1.1375835301138346,0.37622534511018324,0,0,0,74900.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2717,-0.7749695516728732,3.977874014077361,0,0.8256218054616891,3.024944891593807,0.8990207487493485,0.2617377112075778,0,1,1,1200000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3295,0.5453307314753911,-0.4007419841002339,1,0.29055191705603256,-0.13339117697415515,-0.5361780805074458,-0.44417923022545963,1,1,1,259000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4073,1.8656310146236552,-0.34531646513596054,1,-0.2445179713496239,-0.13339117697415515,-0.708268431409185,-0.36664729490308867,1,1,1,445000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
616,-0.7749695516728732,-0.4561675030645072,0,-0.7795878597552803,-0.13339117697415515,-2.171520619219949,-0.8374763645576778,0,0,0,100000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2923,-0.7749695516728732,0.12025789416393563,0,0.8256218054616891,0.4982760367394372,1.0837161959672288,0.20063537429857475,0,1,1,630000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1467,-0.3348694572901184,-0.3286888094466785,1,0.29055191705603256,-0.13339117697415515,-1.6636933555357722,-0.19380058534154976,1,1,0,129000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3311,-0.7749695516728732,-0.4838802625466439,0,-0.2445179713496239,-0.13339117697415515,0.17230813025442965,0.5520509819245019,0,1,1,149900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3874,-0.3348694572901184,0.9073002634566172,0,0.8256218054616891,-0.13339117697415515,1.325753748396194,-3.1221574557421428,0,1,1,690000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2959,0.9854308258581459,0.0814600308889443,1,0.29055191705603256,0.4982760367394372,-0.6007817851672486,-0.3864617654756411,1,0,0,499500.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3172,0.5453307314753911,-0.7443802016787286,1,-1.314657748160937,-0.7650583906877475,-0.48899295403953014,-0.3361747271905325,1,1,1,139000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2660,0.10523063709263637,-0.5226781258216352,0,-0.2445179713496239,-0.7650583906877475,-0.6693960679515142,-0.39601563798097184,1,0,0,179000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4018,0.9854308258581459,-0.5115930220287805,1,-0.2445179713496239,-0.7650583906877475,-0.3065998210139971,0.005730871775657445,1,0,0,85000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2910,-0.3348694572901184,-0.6778695789216006,0,-0.7795878597552803,-0.7650583906877475,-0.5656786361296471,-0.3368661957626532,1,0,0,95000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3837,0.5453307314753911,-0.46171005496093454,1,-0.7795878597552803,-0.13339117697415515,1.1363127952029368,0.008435990551299106,1,0,0,171500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4622,-0.7749695516728732,0.9073002634566172,0,0.29055191705603256,0.4982760367394372,1.9738990330648567,-0.22393395747795003,0,1,1,590000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1215,1.4255309202409006,-0.20675266772527714,1,0.29055191705603256,-0.13339117697415515,-0.5482600579377599,-0.3856515103403043,1,1,1,279000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2423,0.10523063709263637,-0.4339972954787979,1,-0.2445179713496239,-0.13339117697415515,1.1033651718191397,0.12444142248986992,1,0,0,270000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3521,0.9854308258581459,-0.4561675030645072,1,-0.2445179713496239,-0.13339117697415515,-0.6273357332801547,-0.3637833399660812,1,0,0,199900.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3895,1.8656310146236552,-0.41736963978951586,1,-0.2445179713496239,-0.13339117697415515,-0.5843434391624827,-0.4078177369075542,1,0,0,270000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2432,-0.7749695516728732,1.910502156709965,0,-0.2445179713496239,1.1299432504530296,-0.3704153992921347,-0.35102849651755325,0,1,1,990000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3353,1.4255309202409006,-0.5559334372001993,1,-0.2445179713496239,-0.7650583906877475,1.1342153938698265,0.1308368256663636,1,0,0,270000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4543,0.9854308258581459,-0.5947313004751906,1,-0.7795878597552803,-0.13339117697415515,1.3720660248964096,-0.6161227804818048,1,1,1,146000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,-0.7749695516728732,-0.46725260685736186,1,-0.7795878597552803,-0.13339117697415515,-0.6268539910293567,-0.3864105455814115,1,1,0,450000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,-0.7749695516728732,-0.6224440599573273,0,0.29055191705603256,-0.7650583906877475,-0.7494933521160592,-0.5435327476140006,0,1,1,68000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3359,-0.3348694572901184,-0.36748667272166985,1,-0.7795878597552803,-0.13339117697415515,-0.053759026208867966,2.599440928539845,1,1,1,329000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3075,-0.7749695516728732,1.3063639999993852,0,0.29055191705603256,1.1299432504530296,0.9133685895268538,0.2205863404403262,0,1,1,1025000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2661,1.8656310146236552,-0.4007419841002339,1,0.29055191705603256,-0.13339117697415515,1.15295605406694,0.1178119879881365,1,0,0,345000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4239,-0.7749695516728732,-0.15132714876100378,0,0.29055191705603256,0.4982760367394372,-0.5798934805802392,0.15528124774191204,0,1,1,249000.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3001,0.5453307314753911,-0.11252928548601243,1,0.8256218054616891,0.4982760367394372,-0.5951870730156869,-0.4027619519221994,1,1,1,550000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3306,-0.7749695516728732,-0.0737314222110211,1,-0.2445179713496239,0.4982760367394372,-0.6525183414889676,-0.3667410164116832,1,0,0,104986.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4283,-0.3348694572901184,0.208938724506773,1,-0.7795878597552803,-0.13339117697415515,-0.6575889495967838,-0.39262722402058786,1,0,0,349000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3276,-0.3348694572901184,-0.6944972346108826,1,-1.314657748160937,-0.7650583906877475,1.1576798865667786,0.04463074676670699,1,1,0,166000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3151,-0.7749695516728732,5.989820352480483,0,3.5009712474899715,1.1299432504530296,-0.9798173761980856,-0.22313078594500502,0,0,0,800000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666,-0.7749695516728732,-0.22338032341455913,0,0.29055191705603256,-0.13339117697415515,-1.0892201547054103,0.054803072250253076,0,0,0,60000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3590,-0.3348694572901184,-0.5448483334073446,1,-0.7795878597552803,-0.13339117697415515,-0.6639373076007616,-0.3828782800031853,1,1,1,230000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2470,-0.7749695516728732,-0.07927397410744842,0,-0.7795878597552803,-0.13339117697415515,-0.3325173570737238,2.0432435521917727,0,0,0,190000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2791,-0.7749695516728732,0.48606631932813976,0,0.8256218054616891,1.1299432504530296,0.3013943651428444,2.0535027880277656,0,1,1,1250000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4194,0.10523063709263637,-0.4395398473752252,0,-0.2445179713496239,-0.7650583906877475,-2.5793720810789997,-0.331265518285477,1,0,0,75000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3401,-0.7749695516728732,-0.24000797910384114,1,-0.2445179713496239,0.4982760367394372,1.118694229941685,0.1477870688556619,0,0,0,349000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
